table_name,state_code,distt_code,area_name,population_type,age_group,total_persons,total_males,total_females,illiterate_persons,illiterate_males,illiterate_females,literate_persons,literate_males,literate_females
C2308,06,000,State - HARYANA,Rural,30-34,1174200,605409,568791,301150,90725,210425,873050,514684,358366
C2308,06,000,State - HARYANA,Rural,35-39,1097613,569510,528103,381576,111676,269900,716037,457834,258203
C2308,06,000,State - HARYANA,Rural,40-44,947369,495956,451413,418943,129780,289163,528426,366176,162250
C2308,06,000,State - HARYANA,Rural,45-49,765054,403338,361716,382713,120572,262141,382341,282766,99575
C2308,06,000,State - HARYANA,Rural,50-54,590288,310495,279793,322423,106682,215741,267865,203813,64052
C2308,06,000,State - HARYANA,Rural,55-59,462888,224344,238544,272513,77818,194695,190375,146526,43849
C2308,06,000,State - HARYANA,Rural,60-64,573957,276636,297321,387185,128585,258600,186772,148051,38721
C2308,06,000,State - HARYANA,Rural,65-69,343427,171739,171688,243712,89476,154236,99715,82263,17452
C2308,06,000,State - HARYANA,Rural,70-74,260398,130774,129624,199977,80106,119871,60421,50668,9753
C2308,06,000,State - HARYANA,Rural,75-79,136964,68101,68863,109683,45291,64392,27281,22810,4471
C2308,06,000,State - HARYANA,Rural,80+,198145,97815,100330,162686,70128,92558,35459,27687,7772
C2308,06,000,State - HARYANA,Rural,Age not stated,20581,11011,9570,7993,3524,4469,12588,7487,5101
C2308,06,000,State - HARYANA,Urban,All ages,8842103,4720728,4121375,2401557,1066760,1334797,6440546,3653968,2786578
C2308,06,000,State - HARYANA,Urban,0-6,1095609,598019,497590,1095609,598019,497590,0,0,0
C2308,06,000,State - HARYANA,Urban,7,164572,89965,74607,33959,17839,16120,130613,72126,58487
C2308,06,000,State - HARYANA,Urban,8,165372,91157,74215,19268,9884,9384,146104,81273,64831
C2308,06,000,State - HARYANA,Urban,9,152918,85378,67540,13212,6727,6485,139706,78651,61055
C2308,06,000,State - HARYANA,Urban,10,187576,106091,81485,17458,8969,8489,170118,97122,72996
C2308,06,000,State - HARYANA,Urban,11,163248,91972,71276,10348,5244,5104,152900,86728,66172
C2308,06,000,State - HARYANA,Urban,12,174458,97666,76792,11247,5662,5585,163211,92004,71207
C2308,06,000,State - HARYANA,Urban,13,161985,89072,72913,9229,4514,4715,152756,84558,68198
C2308,06,000,State - HARYANA,Urban,14,168552,93249,75303,10346,5004,5342,158206,88245,69961
C2308,06,000,State - HARYANA,Urban,15,176828,98785,78043,12548,6556,5992,164280,92229,72051
C2308,06,000,State - HARYANA,Urban,16,173619,97342,76277,12234,6233,6001,161385,91109,70276
C2308,06,000,State - HARYANA,Urban,17,162373,91537,70836,10835,5680,5155,151538,85857,65681
C2308,06,000,State - HARYANA,Urban,18,200216,113677,86539,17683,9051,8632,182533,104626,77907
C2308,06,000,State - HARYANA,Urban,19,164363,91816,72547,12851,6067,6784,151512,85749,65763
C2308,06,000,State - HARYANA,Urban,20-24,908907,483222,425685,90760,37200,53560,818147,446022,372125
C2308,06,000,State - HARYANA,Urban,25-29,847718,440611,407107,105448,38829,66619,742270,401782,340488
C2308,06,000,State - HARYANA,Urban,30-34,719391,371435,347956,110988,37972,73016,608403,333463,274940
C2308,06,000,State - HARYANA,Urban,35-39,664250,343207,321043,130364,43071,87293,533886,300136,233750
C2308,06,000,State - HARYANA,Urban,40-44,558581,294625,263956,127421,42909,84512,431160,251716,179444
C2308,06,000,State - HARYANA,Urban,45-49,476760,252411,224349,116718,38130,78588,360042,214281,145761
C2308,06,000,State - HARYANA,Urban,50-54,374940,200193,174747,94198,30805,63393,280742,169388,111354
C2308,06,000,State - HARYANA,Urban,55-59,288050,149865,138185,74877,20693,54184,213173,129172,84001
C2308,06,000,State - HARYANA,Urban,60-64,270392,137322,133070,90522,27331,63191,179870,109991,69879
C2308,06,000,State - HARYANA,Urban,65-69,161012,83531,77481,57081,17571,39510,103931,65960,37971
C2308,06,000,State - HARYANA,Urban,70-74,113763,57530,56233,47916,15271,32645,65847,42259,23588
C2308,06,000,State - HARYANA,Urban,75-79,59253,29591,29662,25724,7763,17961,33529,21828,11701
C2308,06,000,State - HARYANA,Urban,80+,76444,35582,40862,39494,12288,27206,36950,23294,13656
C2308,06,000,State - HARYANA,Urban,Age not stated,10953,5877,5076,3219,1478,1741,7734,4399,3335
C2308,07,000,State - NCT OF DELHI,Total,All ages,16787941,8987326,7800615,4050174,1792470,2257704,12737767,7194856,5542911
C2308,07,000,State - NCT OF DELHI,Total,0-6,2012454,1075440,937014,2012454,1075440,937014,0,0,0
C2308,07,000,State - NCT OF DELHI,Total,7,306299,163769,142530,61139,32432,28707,245160,131337,113823
C2308,07,000,State - NCT OF DELHI,Total,8,308389,166754,141635,26223,13845,12378,282166,152909,129257
C2308,07,000,State - NCT OF DELHI,Total,9,290030,157860,132170,18560,9693,8867,271470,148167,123303
C2308,07,000,State - NCT OF DELHI,Total,10,363540,199751,163789,24692,13003,11689,338848,186748,152100
C2308,07,000,State - NCT OF DELHI,Total,11,313738,170780,142958,13409,6945,6464,300329,163835,136494
C2308,07,000,State - NCT OF DELHI,Total,12,335583,183037,152546,13116,6794,6322,322467,176243,146224
C2308,07,000,State - NCT OF DELHI,Total,13,310246,166567,143679,10723,5292,5431,299523,161275,138248
C2308,07,000,State - NCT OF DELHI,Total,14,325040,175311,149729,12357,6086,6271,312683,169225,143458
C2308,07,000,State - NCT OF DELHI,Total,15,334622,183018,151604,16184,8500,7684,318438,174518,143920
C2308,07,000,State - NCT OF DELHI,Total,16,327551,179164,148387,16153,8581,7572,311398,170583,140815
C2308,07,000,State - NCT OF DELHI,Total,17,309686,171583,138103,14866,7958,6908,294820,163625,131195
C2308,07,000,State - NCT OF DELHI,Total,18,384172,217908,166264,26641,14673,11968,357531,203235,154296
C2308,07,000,State - NCT OF DELHI,Total,19,311344,173445,137899,17842,8973,8869,293502,164472,129030
C2308,07,000,State - NCT OF DELHI,Total,20-24,1764060,951411,812649,142825,60344,82481,1621235,891067,730168
C2308,07,000,State - NCT OF DELHI,Total,25-29,1668326,878196,790130,178431,64269,114162,1489895,813927,675968
C2308,07,000,State - NCT OF DELHI,Total,30-34,1434699,757455,677244,195466,63846,131620,1239233,693609,545624
C2308,07,000,State - NCT OF DELHI,Total,35-39,1319244,698455,620789,228968,73023,155945,1090276,625432,464844
C2308,07,000,State - NCT OF DELHI,Total,40-44,1097197,590858,506339,217503,71456,146047,879694,519402,360292
C2308,07,000,State - NCT OF DELHI,Total,45-49,911213,495227,415986,189834,62862,126972,721379,432365,289014
C2308,07,000,State - NCT OF DELHI,Total,50-54,687469,376222,311247,141957,46567,95390,545512,329655,215857
C2308,07,000,State - NCT OF DELHI,Total,55-59,508892,269185,239707,111029,30553,80476,397863,238632,159231
C2308,07,000,State - NCT OF DELHI,Total,60-64,472019,238103,233916,142386,40586,101800,329633,197517,132116
C2308,07,000,State - NCT OF DELHI,Total,65-69,272452,139398,133054,79461,22430,57031,192991,116968,76023
C2308,07,000,State - NCT OF DELHI,Total,70-74,189250,94947,94303,60646,16797,43849,128604,78150,50454
C2308,07,000,State - NCT OF DELHI,Total,75-79,100693,50446,50247,30139,7752,22387,70554,42694,27860
C2308,07,000,State - NCT OF DELHI,Total,80+,113031,53861,59170,42535,11583,30952,70496,42278,28218
C2308,07,000,State - NCT OF DELHI,Total,Age not stated,16702,9175,7527,4635,2187,2448,12067,6988,5079
C2308,07,000,State - NCT OF DELHI,Rural,All ages,419042,226321,192721,122442,51994,70448,296600,174327,122273
C2308,07,000,State - NCT OF DELHI,Rural,0-6,56716,31259,25457,56716,31259,25457,0,0,0
C2308,07,000,State - NCT OF DELHI,Rural,7,8514,4710,3804,1643,898,745,6871,3812,3059
C2308,07,000,State - NCT OF DELHI,Rural,8,8534,4705,3829,719,382,337,7815,4323,3492
C2308,07,000,State - NCT OF DELHI,Rural,9,7955,4505,3450,507,277,230,7448,4228,3220
C2308,07,000,State - NCT OF DELHI,Rural,10,10471,5823,4648,738,383,355,9733,5440,4293
C2308,07,000,State - NCT OF DELHI,Rural,11,8562,4770,3792,388,186,202,8174,4584,3590
C2308,07,000,State - NCT OF DELHI,Rural,12,9423,5240,4183,388,179,209,9035,5061,3974
C2308,07,000,State - NCT OF DELHI,Rural,13,8617,4835,3782,268,127,141,8349,4708,3641
C2308,07,000,State - NCT OF DELHI,Rural,14,8810,4811,3999,356,161,195,8454,4650,3804
C2308,07,000,State - NCT OF DELHI,Rural,15,9078,4996,4082,495,226,269,8583,4770,3813
C2308,07,000,State - NCT OF DELHI,Rural,16,8989,4988,4001,456,226,230,8533,4762,3771
C2308,07,000,State - NCT OF DELHI,Rural,17,8211,4707,3504,443,232,211,7768,4475,3293
C2308,07,000,State - NCT OF DELHI,Rural,18,10169,5802,4367,834,409,425,9335,5393,3942
C2308,07,000,State - NCT OF DELHI,Rural,19,7920,4423,3497,538,234,304,7382,4189,3193
C2308,07,000,State - NCT OF DELHI,Rural,20-24,44407,23805,20602,4115,1527,2588,40292,22278,18014
C2308,07,000,State - NCT OF DELHI,Rural,25-29,39250,20584,18666,4952,1604,3348,34298,18980,15318
C2308,07,000,State - NCT OF DELHI,Rural,30-34,33833,17431,16402,5663,1604,4059,28170,15827,12343
C2308,07,000,State - NCT OF DELHI,Rural,35-39,31648,16738,14910,6888,1934,4954,24760,14804,9956
C2308,07,000,State - NCT OF DELHI,Rural,40-44,25962,14180,11782,7193,2196,4997,18769,11984,6785
C2308,07,000,State - NCT OF DELHI,Rural,45-49,19676,10981,8695,6041,1822,4219,13635,9159,4476
C2308,07,000,State - NCT OF DELHI,Rural,50-54,14347,7917,6430,4770,1312,3458,9577,6605,2972
C2308,07,000,State - NCT OF DELHI,Rural,55-59,10299,5372,4927,3809,867,2942,6490,4505,1985
C2308,07,000,State - NCT OF DELHI,Rural,60-64,11624,5700,5924,5432,1275,4157,6192,4425,1767
C2308,07,000,State - NCT OF DELHI,Rural,65-69,6123,3125,2998,3060,750,2310,3063,2375,688
C2308,07,000,State - NCT OF DELHI,Rural,70-74,4318,2171,2147,2429,650,1779,1889,1521,368
C2308,07,000,State - NCT OF DELHI,Rural,75-79,2047,980,1067,1312,376,936,735,604,131
C2308,07,000,State - NCT OF DELHI,Rural,80+,3022,1482,1540,2114,807,1307,908,675,233
C2308,07,000,State - NCT OF DELHI,Rural,Age not stated,517,281,236,175,91,84,342,190,152
C2308,07,000,State - NCT OF DELHI,Urban,All ages,16368899,8761005,7607894,3927732,1740476,2187256,12441167,7020529,5420638
C2308,07,000,State - NCT OF DELHI,Urban,0-6,1955738,1044181,911557,1955738,1044181,911557,0,0,0
C2308,07,000,State - NCT OF DELHI,Urban,7,297785,159059,138726,59496,31534,27962,238289,127525,110764
C2308,07,000,State - NCT OF DELHI,Urban,8,299855,162049,137806,25504,13463,12041,274351,148586,125765
C2308,07,000,State - NCT OF DELHI,Urban,9,282075,153355,128720,18053,9416,8637,264022,143939,120083
C2308,07,000,State - NCT OF DELHI,Urban,10,353069,193928,159141,23954,12620,11334,329115,181308,147807
C2308,07,000,State - NCT OF DELHI,Urban,11,305176,166010,139166,13021,6759,6262,292155,159251,132904
C2308,07,000,State - NCT OF DELHI,Urban,12,326160,177797,148363,12728,6615,6113,313432,171182,142250
C2308,07,000,State - NCT OF DELHI,Urban,13,301629,161732,139897,10455,5165,5290,291174,156567,134607
C2308,07,000,State - NCT OF DELHI,Urban,14,316230,170500,145730,12001,5925,6076,304229,164575,139654
C2308,07,000,State - NCT OF DELHI,Urban,15,325544,178022,147522,15689,8274,7415,309855,169748,140107
C2308,07,000,State - NCT OF DELHI,Urban,16,318562,174176,144386,15697,8355,7342,302865,165821,137044
C2308,07,000,State - NCT OF DELHI,Urban,17,301475,166876,134599,14423,7726,6697,287052,159150,127902
C2308,07,000,State - NCT OF DELHI,Urban,18,374003,212106,161897,25807,14264,11543,348196,197842,150354
C2308,07,000,State - NCT OF DELHI,Urban,19,303424,169022,134402,17304,8739,8565,286120,160283,125837
C2308,07,000,State - NCT OF DELHI,Urban,20-24,1719653,927606,792047,138710,58817,79893,1580943,868789,712154
C2308,07,000,State - NCT OF DELHI,Urban,25-29,1629076,857612,771464,173479,62665,110814,1455597,794947,660650
C2308,07,000,State - NCT OF DELHI,Urban,30-34,1400866,740024,660842,189803,62242,127561,1211063,677782,533281
C2308,07,000,State - NCT OF DELHI,Urban,35-39,1287596,681717,605879,222080,71089,150991,1065516,610628,454888
C2308,07,000,State - NCT OF DELHI,Urban,40-44,1071235,576678,494557,210310,69260,141050,860925,507418,353507
C2308,07,000,State - NCT OF DELHI,Urban,45-49,891537,484246,407291,183793,61040,122753,707744,423206,284538
C2308,07,000,State - NCT OF DELHI,Urban,50-54,673122,368305,304817,137187,45255,91932,535935,323050,212885
C2308,07,000,State - NCT OF DELHI,Urban,55-59,498593,263813,234780,107220,29686,77534,391373,234127,157246
C2308,07,000,State - NCT OF DELHI,Urban,60-64,460395,232403,227992,136954,39311,97643,323441,193092,130349
C2308,07,000,State - NCT OF DELHI,Urban,65-69,266329,136273,130056,76401,21680,54721,189928,114593,75335
C2308,07,000,State - NCT OF DELHI,Urban,70-74,184932,92776,92156,58217,16147,42070,126715,76629,50086
C2308,07,000,State - NCT OF DELHI,Urban,75-79,98646,49466,49180,28827,7376,21451,69819,42090,27729
C2308,07,000,State - NCT OF DELHI,Urban,80+,110009,52379,57630,40421,10776,29645,69588,41603,27985
C2308,07,000,State - NCT OF DELHI,Urban,Age not stated,16185,8894,7291,4460,2096,2364,11725,6798,4927
C2308,08,000,State - RAJASTHAN,Total,All ages,68548437,35550997,32997440,30273155,11862585,18410570,38275282,23688412,14586870
C2308,08,000,State - RAJASTHAN,Total,0-6,10649504,5639176,5010328,10649504,5639176,5010328,0,0,0
C2308,08,000,State - RAJASTHAN,Total,7,1523671,802370,721301,460716,221803,238913,1062955,580567,482388
C2308,08,000,State - RAJASTHAN,Total,8,1767805,932409,835396,301227,131326,169901,1466578,801083,665495
C2308,08,000,State - RAJASTHAN,Total,9,1403928,743492,660436,164830,67923,96907,1239098,675569,563529
C2308,08,000,State - RAJASTHAN,Total,10,1973335,1046140,927195,249872,99137,150735,1723463,947003,776460
C2308,08,000,State - RAJASTHAN,Total,11,1520709,809002,711707,138238,50187,88051,1382471,758815,623656
C2308,08,000,State - RAJASTHAN,Total,12,1799936,955169,844767,189710,64001,125709,1610226,891168,719058
C2308,08,000,State - RAJASTHAN,Total,13,1523295,795839,727456,148262,45740,102522,1375033,750099,624934
C2308,08,000,State - RAJASTHAN,Total,14,1563243,824546,738697,161841,49330,112511,1401402,775216,626186
C2308,08,000,State - RAJASTHAN,Total,15,1619644,867769,751875,197377,63517,133860,1422267,804252,618015
C2308,08,000,State - RAJASTHAN,Total,16,1555943,831610,724333,193777,59600,134177,1362166,772010,590156
C2308,08,000,State - RAJASTHAN,Total,17,1235765,666499,569266,147961,42996,104965,1087804,623503,464301
C2308,08,000,State - RAJASTHAN,Total,18,1757598,931689,825909,302947,82869,220078,1454651,848820,605831
C2308,08,000,State - RAJASTHAN,Total,19,1145067,592307,552760,189451,43391,146060,955616,548916,406700
C2308,08,000,State - RAJASTHAN,Total,20-24,6426494,3377483,3049011,1478273,359330,1118943,4948221,3018153,1930068
C2308,08,000,State - RAJASTHAN,Total,25-29,5348497,2763059,2585438,1664162,410620,1253542,3684335,2352439,1331896
C2308,08,000,State - RAJASTHAN,Total,30-34,4722683,2384569,2338114,1813709,459975,1353734,2908974,1924594,984380
C2308,08,000,State - RAJASTHAN,Total,35-39,4334564,2201790,2132774,1928554,536668,1391886,2406010,1665122,740888
C2308,08,000,State - RAJASTHAN,Total,40-44,3735355,1926916,1808439,1866346,594410,1271936,1869009,1332506,536503
C2308,08,000,State - RAJASTHAN,Total,45-49,3145404,1608512,1536892,1705218,565221,1139997,1440186,1043291,396895
C2308,08,000,State - RAJASTHAN,Total,50-54,2516808,1345007,1171801,1426540,533298,893242,1090268,811709,278559
C2308,08,000,State - RAJASTHAN,Total,55-59,1897449,935866,961583,1141921,376173,765748,755528,559693,195835
C2308,08,000,State - RAJASTHAN,Total,60-64,1770139,884024,886115,1174391,435178,739213,595748,448846,146902
C2308,08,000,State - RAJASTHAN,Total,65-69,1260376,589471,670905,883989,307468,576521,376387,282003,94384
C2308,08,000,State - RAJASTHAN,Total,70-74,1016915,490011,526904,765119,296348,468771,251796,193663,58133
C2308,08,000,State - RAJASTHAN,Total,75-79,477655,216016,261639,358191,125960,232231,119464,90056,29408
C2308,08,000,State - RAJASTHAN,Total,80+,587053,252741,334312,456896,158803,298093,130157,93938,36219
C2308,08,000,State - RAJASTHAN,Total,Age not stated,269602,137515,132087,114133,42137,71996,155469,95378,60091
C2308,08,000,State - RAJASTHAN,Rural,All ages,51500352,26641747,24858605,25028566,9737158,15291408,26471786,16904589,9567197
C2308,08,000,State - RAJASTHAN,Rural,0-6,8414883,4446599,3968284,8414883,4446599,3968284,0,0,0
C2308,08,000,State - RAJASTHAN,Rural,7,1188113,624090,564023,375931,179076,196855,812182,445014,367168
C2308,08,000,State - RAJASTHAN,Rural,8,1401479,736168,665311,249259,106434,142825,1152220,629734,522486
C2308,08,000,State - RAJASTHAN,Rural,9,1092828,575854,516974,133055,52846,80209,959773,523008,436765
C2308,08,000,State - RAJASTHAN,Rural,10,1555926,820171,735755,203585,77340,126245,1352341,742831,609510
C2308,08,000,State - RAJASTHAN,Rural,11,1181835,627418,554417,111241,37955,73286,1070594,589463,481131
C2308,08,000,State - RAJASTHAN,Rural,12,1414659,748140,666519,155760,48905,106855,1258899,699235,559664
C2308,08,000,State - RAJASTHAN,Rural,13,1176802,614099,562703,120617,34300,86317,1056185,579799,476386
C2308,08,000,State - RAJASTHAN,Rural,14,1207967,636904,571063,132447,37268,95179,1075520,599636,475884
C2308,08,000,State - RAJASTHAN,Rural,15,1241255,664544,576711,161061,48052,113009,1080194,616492,463702
C2308,08,000,State - RAJASTHAN,Rural,16,1190644,636615,554029,159509,45242,114267,1031135,591373,439762
C2308,08,000,State - RAJASTHAN,Rural,17,909561,490892,418669,119636,31354,88282,789925,459538,330387
C2308,08,000,State - RAJASTHAN,Rural,18,1326719,700636,626083,252650,62882,189768,1074069,637754,436315
C2308,08,000,State - RAJASTHAN,Rural,19,828756,425396,403360,157448,32097,125351,671308,393299,278009
C2308,08,000,State - RAJASTHAN,Rural,20-24,4682761,2471674,2211087,1244374,283359,961015,3438387,2188315,1250072
C2308,08,000,State - RAJASTHAN,Rural,25-29,3832693,1981853,1850840,1410165,337349,1072816,2422528,1644504,778024
C2308,08,000,State - RAJASTHAN,Rural,30-34,3412817,1716111,1696706,1540730,386658,1154072,1872087,1329453,542634
C2308,08,000,State - RAJASTHAN,Rural,35-39,3130395,1585834,1544561,1632144,456634,1175510,1498251,1129200,369051
C2308,08,000,State - RAJASTHAN,Rural,40-44,2704801,1390594,1314207,1585042,513986,1071056,1119759,876608,243151
C2308,08,000,State - RAJASTHAN,Rural,45-49,2265671,1150068,1115603,1449722,493627,956095,815949,656441,159508
C2308,08,000,State - RAJASTHAN,Rural,50-54,1817629,968094,849535,1217406,470047,747359,600223,498047,102176
C2308,08,000,State - RAJASTHAN,Rural,55-59,1383879,668669,715210,980435,334733,645702,403444,333936,69508
C2308,08,000,State - RAJASTHAN,Rural,60-64,1343329,666272,677057,1013789,389716,624073,329540,276556,52984
C2308,08,000,State - RAJASTHAN,Rural,65-69,971320,448876,522444,763986,276436,487550,207334,172440,34894
C2308,08,000,State - RAJASTHAN,Rural,70-74,795430,382456,412974,659162,266345,392817,136268,116111,20157
C2308,08,000,State - RAJASTHAN,Rural,75-79,364642,162014,202628,305822,112624,193198,58820,49390,9430
C2308,08,000,State - RAJASTHAN,Rural,80+,449071,193050,256021,380961,139377,241584,68110,53673,14437
C2308,08,000,State - RAJASTHAN,Rural,Age not stated,214487,108656,105831,97746,35917,61829,116741,72739,44002
C2308,08,000,State - RAJASTHAN,Urban,All ages,17048085,8909250,8138835,5244589,2125427,3119162,11803496,6783823,5019673
C2308,08,000,State - RAJASTHAN,Urban,0-6,2234621,1192577,1042044,2234621,1192577,1042044,0,0,0
C2308,08,000,State - RAJASTHAN,Urban,7,335558,178280,157278,84785,42727,42058,250773,135553,115220
C2308,08,000,State - RAJASTHAN,Urban,8,366326,196241,170085,51968,24892,27076,314358,171349,143009
C2308,08,000,State - RAJASTHAN,Urban,9,311100,167638,143462,31775,15077,16698,279325,152561,126764
C2308,08,000,State - RAJASTHAN,Urban,10,417409,225969,191440,46287,21797,24490,371122,204172,166950
C2308,08,000,State - RAJASTHAN,Urban,11,338874,181584,157290,26997,12232,14765,311877,169352,142525
C2308,08,000,State - RAJASTHAN,Urban,12,385277,207029,178248,33950,15096,18854,351327,191933,159394
C2308,08,000,State - RAJASTHAN,Urban,13,346493,181740,164753,27645,11440,16205,318848,170300,148548
C2308,08,000,State - RAJASTHAN,Urban,14,355276,187642,167634,29394,12062,17332,325882,175580,150302
C2308,08,000,State - RAJASTHAN,Urban,15,378389,203225,175164,36316,15465,20851,342073,187760,154313
C2308,08,000,State - RAJASTHAN,Urban,16,365299,194995,170304,34268,14358,19910,331031,180637,150394
C2308,08,000,State - RAJASTHAN,Urban,17,326204,175607,150597,28325,11642,16683,297879,163965,133914
C2308,08,000,State - RAJASTHAN,Urban,18,430879,231053,199826,50297,19987,30310,380582,211066,169516
C2308,08,000,State - RAJASTHAN,Urban,19,316311,166911,149400,32003,11294,20709,284308,155617,128691
C2308,08,000,State - RAJASTHAN,Urban,20-24,1743733,905809,837924,233899,75971,157928,1509834,829838,679996
C2308,08,000,State - RAJASTHAN,Urban,25-29,1515804,781206,734598,253997,73271,180726,1261807,707935,553872
C2308,08,000,State - RAJASTHAN,Urban,30-34,1309866,668458,641408,272979,73317,199662,1036887,595141,441746
C2308,08,000,State - RAJASTHAN,Urban,35-39,1204169,615956,588213,296410,80034,216376,907759,535922,371837
C2308,08,000,State - RAJASTHAN,Urban,40-44,1030554,536322,494232,281304,80424,200880,749250,455898,293352
C2308,08,000,State - RAJASTHAN,Urban,45-49,879733,458444,421289,255496,71594,183902,624237,386850,237387
C2308,08,000,State - RAJASTHAN,Urban,50-54,699179,376913,322266,209134,63251,145883,490045,313662,176383
C2308,08,000,State - RAJASTHAN,Urban,55-59,513570,267197,246373,161486,41440,120046,352084,225757,126327
C2308,08,000,State - RAJASTHAN,Urban,60-64,426810,217752,209058,160602,45462,115140,266208,172290,93918
C2308,08,000,State - RAJASTHAN,Urban,65-69,289056,140595,148461,120003,31032,88971,169053,109563,59490
C2308,08,000,State - RAJASTHAN,Urban,70-74,221485,107555,113930,105957,30003,75954,115528,77552,37976
C2308,08,000,State - RAJASTHAN,Urban,75-79,113013,54002,59011,52369,13336,39033,60644,40666,19978
C2308,08,000,State - RAJASTHAN,Urban,80+,137982,59691,78291,75935,19426,56509,62047,40265,21782
C2308,08,000,State - RAJASTHAN,Urban,Age not stated,55115,28859,26256,16387,6220,10167,38728,22639,16089
C2308,09,000,State - UTTAR PRADESH,Total,All ages,199812341,104480510,95331831,85414786,36245546,49169240,114397555,68234964,46162591
C2308,09,000,State - UTTAR PRADESH,Total,0-6,30791331,16185581,14605750,30791331,16185581,14605750,0,0,0
C2308,09,000,State - UTTAR PRADESH,Total,7,4783808,2516369,2267439,1445315,725690,719625,3338493,1790679,1547814
C2308,09,000,State - UTTAR PRADESH,Total,8,5514540,2915118,2599422,1070126,527798,542328,4444414,2387320,2057094
C2308,09,000,State - UTTAR PRADESH,Total,9,4348706,2293737,2054969,649205,316578,332627,3699501,1977159,1722342
C2308,09,000,State - UTTAR PRADESH,Total,10,6347278,3397755,2949523,952884,468574,484310,5394394,2929181,2465213
C2308,09,000,State - UTTAR PRADESH,Total,11,4559292,2425324,2133968,543506,260240,283266,4015786,2165084,1850702
C2308,09,000,State - UTTAR PRADESH,Total,12,5559995,2961012,2598983,634196,297942,336254,4925799,2663070,2262729
C2308,09,000,State - UTTAR PRADESH,Total,13,4432612,2301450,2131162,474140,212818,261322,3958472,2088632,1869840
C2308,09,000,State - UTTAR PRADESH,Total,14,4970704,2593613,2377091,581996,259613,322383,4388708,2334000,2054708
C2308,09,000,State - UTTAR PRADESH,Total,15,5187609,2760508,2427101,700868,321769,379099,4486741,2438739,2048002
C2308,09,000,State - UTTAR PRADESH,Total,16,4953132,2591691,2361441,687558,302979,384579,4265574,2288712,1976862
C2308,09,000,State - UTTAR PRADESH,Total,17,3885778,2058384,1827394,536536,230927,305609,3349242,1827457,1521785
C2308,09,000,State - UTTAR PRADESH,Total,18,5594440,3063915,2530525,950233,407326,542907,4644207,2656589,1987618
C2308,09,000,State - UTTAR PRADESH,Total,19,3419421,1833075,1586346,593728,230475,363253,2825693,1602600,1223093
C2308,09,000,State - UTTAR PRADESH,Total,20-24,17578648,9405485,8173163,4015229,1409787,2605442,13563419,7995698,5567721
C2308,09,000,State - UTTAR PRADESH,Total,25-29,14579829,7466367,7113462,4606563,1451516,3155047,9973266,6014851,3958415
C2308,09,000,State - UTTAR PRADESH,Total,30-34,12954682,6431401,6523281,4992341,1524785,3467556,7962341,4906616,3055725
C2308,09,000,State - UTTAR PRADESH,Total,35-39,12556222,6401231,6154991,5405391,1741651,3663740,7150831,4659580,2491251
C2308,09,000,State - UTTAR PRADESH,Total,40-44,10231402,5395162,4836240,4731361,1657418,3073943,5500041,3737744,1762297
C2308,09,000,State - UTTAR PRADESH,Total,45-49,8449777,4382148,4067629,4133452,1394811,2738641,4316325,2987337,1328988
C2308,09,000,State - UTTAR PRADESH,Total,50-54,6587023,3571917,3015106,3334928,1244378,2090550,3252095,2327539,924556
C2308,09,000,State - UTTAR PRADESH,Total,55-59,5464146,2626201,2837945,3052149,919781,2132368,2411997,1706420,705577
C2308,09,000,State - UTTAR PRADESH,Total,60-64,5705191,2968771,2736420,3520257,1338395,2181862,2184934,1630376,554558
C2308,09,000,State - UTTAR PRADESH,Total,65-69,3839969,1958472,1881497,2464236,925447,1538789,1375733,1033025,342708
C2308,09,000,State - UTTAR PRADESH,Total,70-74,2832368,1535092,1297276,1905528,812415,1093113,926840,722677,204163
C2308,09,000,State - UTTAR PRADESH,Total,75-79,1249892,638877,611015,834470,324568,509902,415422,314309,101113
C2308,09,000,State - UTTAR PRADESH,Total,80+,1812484,935921,876563,1170668,484323,686345,641816,451598,190218
C2308,09,000,State - UTTAR PRADESH,Total,Age not stated,1622062,865933,756129,636591,267961,368630,985471,597972,387499
C2308,09,000,State - UTTAR PRADESH,Rural,All ages,155317278,80992995,74324283,70032598,29199307,40833291,85284680,51793688,33490992
C2308,09,000,State - UTTAR PRADESH,Rural,0-6,25040583,13135595,11904988,25040583,13135595,11904988,0,0,0
C2308,09,000,State - UTTAR PRADESH,Rural,7,3860414,2027496,1832918,1151707,575936,575771,2708707,1451560,1257147
C2308,09,000,State - UTTAR PRADESH,Rural,8,4513772,2380288,2133484,836501,409046,427455,3677271,1971242,1706029
C2308,09,000,State - UTTAR PRADESH,Rural,9,3503910,1841587,1662323,489613,235152,254461,3014297,1606435,1407862
C2308,09,000,State - UTTAR PRADESH,Rural,10,5169860,2759258,2410602,725220,351273,373947,4444640,2407985,2036655
C2308,09,000,State - UTTAR PRADESH,Rural,11,3641991,1931080,1710911,398195,185758,212437,3243796,1745322,1498474
C2308,09,000,State - UTTAR PRADESH,Rural,12,4490182,2386413,2103769,465319,210627,254692,4024863,2175786,1849077
C2308,09,000,State - UTTAR PRADESH,Rural,13,3531480,1831197,1700283,342531,146840,195691,3188949,1684357,1504592
C2308,09,000,State - UTTAR PRADESH,Rural,14,3940427,2054374,1886053,420689,179261,241428,3519738,1875113,1644625
