table_name,state_code,distt_code,area_name,population_type,age_group,total_persons,total_males,total_females,illiterate_persons,illiterate_males,illiterate_females,literate_persons,literate_males,literate_females
C2308,15,000,State - MIZORAM,Urban,15,11751,5894,5857,109,57,52,11642,5837,5805
C2308,15,000,State - MIZORAM,Urban,16,12023,6014,6009,103,49,54,11920,5965,5955
C2308,15,000,State - MIZORAM,Urban,17,11864,5845,6019,108,46,62,11756,5799,5957
C2308,15,000,State - MIZORAM,Urban,18,12644,6245,6399,127,68,59,12517,6177,6340
C2308,15,000,State - MIZORAM,Urban,19,11804,5909,5895,107,60,47,11697,5849,5848
C2308,15,000,State - MIZORAM,Urban,20-24,60739,30198,30541,738,394,344,60001,29804,30197
C2308,15,000,State - MIZORAM,Urban,25-29,55962,27948,28014,761,392,369,55201,27556,27645
C2308,15,000,State - MIZORAM,Urban,30-34,49634,24540,25094,752,401,351,48882,24139,24743
C2308,15,000,State - MIZORAM,Urban,35-39,40755,20356,20399,727,365,362,40028,19991,20037
C2308,15,000,State - MIZORAM,Urban,40-44,33362,17045,16317,765,361,404,32597,16684,15913
C2308,15,000,State - MIZORAM,Urban,45-49,30130,15045,15085,765,312,453,29365,14733,14632
C2308,15,000,State - MIZORAM,Urban,50-54,23998,12018,11980,781,328,453,23217,11690,11527
C2308,15,000,State - MIZORAM,Urban,55-59,16574,8369,8205,615,213,402,15959,8156,7803
C2308,15,000,State - MIZORAM,Urban,60-64,12744,6247,6497,539,164,375,12205,6083,6122
C2308,15,000,State - MIZORAM,Urban,65-69,8292,4009,4283,460,115,345,7832,3894,3938
C2308,15,000,State - MIZORAM,Urban,70-74,6448,3201,3247,530,111,419,5918,3090,2828
C2308,15,000,State - MIZORAM,Urban,75-79,4185,2008,2177,473,73,400,3712,1935,1777
C2308,15,000,State - MIZORAM,Urban,80+,4463,2119,2344,701,126,575,3762,1993,1769
C2308,15,000,State - MIZORAM,Urban,Age not stated,353,225,128,36,20,16,317,205,112
C2308,16,000,State - TRIPURA,Total,All ages,3673917,1874376,1799541,869134,373007,496127,2804783,1501369,1303414
C2308,16,000,State - TRIPURA,Total,0-6,458014,234008,224006,458014,234008,224006,0,0,0
C2308,16,000,State - TRIPURA,Total,7,66430,33918,32512,11954,6029,5925,54476,27889,26587
C2308,16,000,State - TRIPURA,Total,8,68449,34968,33481,4807,2382,2425,63642,32586,31056
C2308,16,000,State - TRIPURA,Total,9,67408,34152,33256,3229,1549,1680,64179,32603,31576
C2308,16,000,State - TRIPURA,Total,10,74446,38244,36202,3915,1880,2035,70531,36364,34167
C2308,16,000,State - TRIPURA,Total,11,70154,35830,34324,2387,1093,1294,67767,34737,33030
C2308,16,000,State - TRIPURA,Total,12,74234,38045,36189,2494,1079,1415,71740,36966,34774
C2308,16,000,State - TRIPURA,Total,13,69374,35375,33999,2005,868,1137,67369,34507,32862
C2308,16,000,State - TRIPURA,Total,14,69482,35507,33975,2270,968,1302,67212,34539,32673
C2308,16,000,State - TRIPURA,Total,15,71020,36298,34722,2931,1136,1795,68089,35162,32927
C2308,16,000,State - TRIPURA,Total,16,71534,36901,34633,2944,1129,1815,68590,35772,32818
C2308,16,000,State - TRIPURA,Total,17,67462,35616,31846,2923,1122,1801,64539,34494,30045
C2308,16,000,State - TRIPURA,Total,18,77535,38564,38971,4667,1562,3105,72868,37002,35866
C2308,16,000,State - TRIPURA,Total,19,70278,33757,36521,3848,1163,2685,66430,32594,33836
C2308,16,000,State - TRIPURA,Total,20-24,373177,183779,189398,24346,7901,16445,348831,175878,172953
C2308,16,000,State - TRIPURA,Total,25-29,344149,175059,169090,28297,9625,18672,315852,165434,150418
C2308,16,000,State - TRIPURA,Total,30-34,286989,149231,137758,26516,9029,17487,260473,140202,120271
C2308,16,000,State - TRIPURA,Total,35-39,279342,143051,136291,33427,10740,22687,245915,132311,113604
C2308,16,000,State - TRIPURA,Total,40-44,238751,124093,114658,37123,12280,24843,201628,111813,89815
C2308,16,000,State - TRIPURA,Total,45-49,205469,106717,98752,38695,13302,25393,166774,93415,73359
C2308,16,000,State - TRIPURA,Total,50-54,162186,86627,75559,34843,12523,22320,127343,74104,53239
C2308,16,000,State - TRIPURA,Total,55-59,116874,61849,55025,28134,9156,18978,88740,52693,36047
C2308,16,000,State - TRIPURA,Total,60-64,97129,49611,47518,30094,9385,20709,67035,40226,26809
C2308,16,000,State - TRIPURA,Total,65-69,70480,35044,35436,24978,7418,17560,45502,27626,17876
C2308,16,000,State - TRIPURA,Total,70-74,52324,25535,26789,21419,6400,15019,30905,19135,11770
C2308,16,000,State - TRIPURA,Total,75-79,30086,14259,15827,12945,3654,9291,17141,10605,6536
C2308,16,000,State - TRIPURA,Total,80+,39525,17471,22054,19546,5456,14090,19979,12015,7964
C2308,16,000,State - TRIPURA,Total,Age not stated,1616,867,749,383,170,213,1233,697,536
C2308,16,000,State - TRIPURA,Rural,All ages,2712464,1387173,1325291,719691,305670,414021,1992773,1081503,911270
C2308,16,000,State - TRIPURA,Rural,0-6,365309,186400,178909,365309,186400,178909,0,0,0
C2308,16,000,State - TRIPURA,Rural,7,52331,26766,25565,10234,5156,5078,42097,21610,20487
C2308,16,000,State - TRIPURA,Rural,8,53871,27492,26379,4355,2144,2211,49516,25348,24168
C2308,16,000,State - TRIPURA,Rural,9,52939,26775,26164,2904,1372,1532,50035,25403,24632
C2308,16,000,State - TRIPURA,Rural,10,59237,30415,28822,3473,1645,1828,55764,28770,26994
C2308,16,000,State - TRIPURA,Rural,11,55018,28076,26942,2126,960,1166,52892,27116,25776
C2308,16,000,State - TRIPURA,Rural,12,59293,30412,28881,2245,940,1305,57048,29472,27576
C2308,16,000,State - TRIPURA,Rural,13,54998,28164,26834,1813,760,1053,53185,27404,25781
C2308,16,000,State - TRIPURA,Rural,14,54448,27837,26611,2019,834,1185,52429,27003,25426
C2308,16,000,State - TRIPURA,Rural,15,55643,28476,27167,2636,993,1643,53007,27483,25524
C2308,16,000,State - TRIPURA,Rural,16,55345,28666,26679,2648,998,1650,52697,27668,25029
C2308,16,000,State - TRIPURA,Rural,17,51403,27424,23979,2587,959,1628,48816,26465,22351
C2308,16,000,State - TRIPURA,Rural,18,59769,29626,30143,4161,1328,2833,55608,28298,27310
C2308,16,000,State - TRIPURA,Rural,19,52728,25185,27543,3439,986,2453,49289,24199,25090
C2308,16,000,State - TRIPURA,Rural,20-24,280876,138466,142410,21800,6834,14966,259076,131632,127444
C2308,16,000,State - TRIPURA,Rural,25-29,252860,129389,123471,25251,8370,16881,227609,121019,106590
C2308,16,000,State - TRIPURA,Rural,30-34,204868,107731,97137,23453,7823,15630,181415,99908,81507
C2308,16,000,State - TRIPURA,Rural,35-39,196129,101658,94471,29082,9184,19898,167047,92474,74573
C2308,16,000,State - TRIPURA,Rural,40-44,164055,85593,78462,31871,10363,21508,132184,75230,56954
C2308,16,000,State - TRIPURA,Rural,45-49,139297,72663,66634,33107,11227,21880,106190,61436,44754
C2308,16,000,State - TRIPURA,Rural,50-54,108302,57982,50320,29664,10628,19036,78638,47354,31284
C2308,16,000,State - TRIPURA,Rural,55-59,76947,40066,36881,24007,7769,16238,52940,32297,20643
C2308,16,000,State - TRIPURA,Rural,60-64,67295,33940,33355,25568,8054,17514,41727,25886,15841
C2308,16,000,State - TRIPURA,Rural,65-69,50426,25067,25359,21187,6419,14768,29239,18648,10591
C2308,16,000,State - TRIPURA,Rural,70-74,37764,18698,19066,17856,5531,12325,19908,13167,6741
C2308,16,000,State - TRIPURA,Rural,75-79,21165,10258,10907,10564,3115,7449,10601,7143,3458
C2308,16,000,State - TRIPURA,Rural,80+,29113,13380,15733,16042,4746,11296,13071,8634,4437
C2308,16,000,State - TRIPURA,Rural,Age not stated,1035,568,467,290,132,158,745,436,309
C2308,16,000,State - TRIPURA,Urban,All ages,961453,487203,474250,149443,67337,82106,812010,419866,392144
C2308,16,000,State - TRIPURA,Urban,0-6,92705,47608,45097,92705,47608,45097,0,0,0
C2308,16,000,State - TRIPURA,Urban,7,14099,7152,6947,1720,873,847,12379,6279,6100
C2308,16,000,State - TRIPURA,Urban,8,14578,7476,7102,452,238,214,14126,7238,6888
C2308,16,000,State - TRIPURA,Urban,9,14469,7377,7092,325,177,148,14144,7200,6944
C2308,16,000,State - TRIPURA,Urban,10,15209,7829,7380,442,235,207,14767,7594,7173
C2308,16,000,State - TRIPURA,Urban,11,15136,7754,7382,261,133,128,14875,7621,7254
C2308,16,000,State - TRIPURA,Urban,12,14941,7633,7308,249,139,110,14692,7494,7198
C2308,16,000,State - TRIPURA,Urban,13,14376,7211,7165,192,108,84,14184,7103,7081
C2308,16,000,State - TRIPURA,Urban,14,15034,7670,7364,251,134,117,14783,7536,7247
C2308,16,000,State - TRIPURA,Urban,15,15377,7822,7555,295,143,152,15082,7679,7403
C2308,16,000,State - TRIPURA,Urban,16,16189,8235,7954,296,131,165,15893,8104,7789
C2308,16,000,State - TRIPURA,Urban,17,16059,8192,7867,336,163,173,15723,8029,7694
C2308,16,000,State - TRIPURA,Urban,18,17766,8938,8828,506,234,272,17260,8704,8556
C2308,16,000,State - TRIPURA,Urban,19,17550,8572,8978,409,177,232,17141,8395,8746
C2308,16,000,State - TRIPURA,Urban,20-24,92301,45313,46988,2546,1067,1479,89755,44246,45509
C2308,16,000,State - TRIPURA,Urban,25-29,91289,45670,45619,3046,1255,1791,88243,44415,43828
C2308,16,000,State - TRIPURA,Urban,30-34,82121,41500,40621,3063,1206,1857,79058,40294,38764
C2308,16,000,State - TRIPURA,Urban,35-39,83213,41393,41820,4345,1556,2789,78868,39837,39031
C2308,16,000,State - TRIPURA,Urban,40-44,74696,38500,36196,5252,1917,3335,69444,36583,32861
C2308,16,000,State - TRIPURA,Urban,45-49,66172,34054,32118,5588,2075,3513,60584,31979,28605
C2308,16,000,State - TRIPURA,Urban,50-54,53884,28645,25239,5179,1895,3284,48705,26750,21955
C2308,16,000,State - TRIPURA,Urban,55-59,39927,21783,18144,4127,1387,2740,35800,20396,15404
C2308,16,000,State - TRIPURA,Urban,60-64,29834,15671,14163,4526,1331,3195,25308,14340,10968
C2308,16,000,State - TRIPURA,Urban,65-69,20054,9977,10077,3791,999,2792,16263,8978,7285
C2308,16,000,State - TRIPURA,Urban,70-74,14560,6837,7723,3563,869,2694,10997,5968,5029
C2308,16,000,State - TRIPURA,Urban,75-79,8921,4001,4920,2381,539,1842,6540,3462,3078
C2308,16,000,State - TRIPURA,Urban,80+,10412,4091,6321,3504,710,2794,6908,3381,3527
C2308,16,000,State - TRIPURA,Urban,Age not stated,581,299,282,93,38,55,488,261,227
C2308,17,000,State - MEGHALAYA,Total,All ages,2966889,1491832,1475057,1181884,577953,603931,1785005,913879,871126
C2308,17,000,State - MEGHALAYA,Total,0-6,568536,288646,279890,568536,288646,279890,0,0,0
C2308,17,000,State - MEGHALAYA,Total,7,77705,39338,38367,35050,18177,16873,42655,21161,21494
C2308,17,000,State - MEGHALAYA,Total,8,76293,38410,37883,22471,11781,10690,53822,26629,27193
C2308,17,000,State - MEGHALAYA,Total,9,72802,37037,35765,16808,9037,7771,55994,28000,27994
C2308,17,000,State - MEGHALAYA,Total,10,84369,42976,41393,16899,9245,7654,67470,33731,33739
C2308,17,000,State - MEGHALAYA,Total,11,76711,39148,37563,11281,6285,4996,65430,32863,32567
C2308,17,000,State - MEGHALAYA,Total,12,77594,39303,38291,9448,5397,4051,68146,33906,34240
C2308,17,000,State - MEGHALAYA,Total,13,72085,36051,36034,7808,4482,3326,64277,31569,32708
C2308,17,000,State - MEGHALAYA,Total,14,71847,35995,35852,7540,4367,3173,64307,31628,32679
C2308,17,000,State - MEGHALAYA,Total,15,70691,35883,34808,8130,4802,3328,62561,31081,31480
C2308,17,000,State - MEGHALAYA,Total,16,69215,35098,34117,7937,4649,3288,61278,30449,30829
C2308,17,000,State - MEGHALAYA,Total,17,62310,31749,30561,7703,4432,3271,54607,27317,27290
C2308,17,000,State - MEGHALAYA,Total,18,67173,33933,33240,9478,5157,4321,57695,28776,28919
C2308,17,000,State - MEGHALAYA,Total,19,56799,28053,28746,8552,4287,4265,48247,23766,24481
C2308,17,000,State - MEGHALAYA,Total,20-24,285012,139140,145872,51340,25200,26140,233672,113940,119732
C2308,17,000,State - MEGHALAYA,Total,25-29,251281,124676,126605,56427,26793,29634,194854,97883,96971
C2308,17,000,State - MEGHALAYA,Total,30-34,189657,95786,93871,48417,22911,25506,141240,72875,68365
C2308,17,000,State - MEGHALAYA,Total,35-39,174706,87320,87386,53356,23914,29442,121350,63406,57944
C2308,17,000,State - MEGHALAYA,Total,40-44,145450,73377,72073,49989,21756,28233,95461,51621,43840
C2308,17,000,State - MEGHALAYA,Total,45-49,123115,63043,60072,47159,20125,27034,75956,42918,33038
C2308,17,000,State - MEGHALAYA,Total,50-54,88743,45910,42833,36613,16095,20518,52130,29815,22315
C2308,17,000,State - MEGHALAYA,Total,55-59,60109,30692,29417,26080,10785,15295,34029,19907,14122
C2308,17,000,State - MEGHALAYA,Total,60-64,50708,25421,25287,24491,10103,14388,26217,15318,10899
C2308,17,000,State - MEGHALAYA,Total,65-69,35774,17482,18292,18406,7297,11109,17368,10185,7183
C2308,17,000,State - MEGHALAYA,Total,70-74,23698,11161,12537,13556,5277,8279,10142,5884,4258
C2308,17,000,State - MEGHALAYA,Total,75-79,12845,5848,6997,7371,2686,4685,5474,3162,2312
C2308,17,000,State - MEGHALAYA,Total,80+,15877,7027,8850,9019,3238,5781,6858,3789,3069
C2308,17,000,State - MEGHALAYA,Total,Age not stated,5784,3329,2455,2019,1029,990,3765,2300,1465
C2308,17,000,State - MEGHALAYA,Rural,All ages,2371439,1194260,1177179,1056285,518624,537661,1315154,675636,639518
C2308,17,000,State - MEGHALAYA,Rural,0-6,490592,248751,241841,490592,248751,241841,0,0,0
C2308,17,000,State - MEGHALAYA,Rural,7,66250,33508,32742,32359,16748,15611,33891,16760,17131
C2308,17,000,State - MEGHALAYA,Rural,8,64976,32724,32252,21459,11240,10219,43517,21484,22033
C2308,17,000,State - MEGHALAYA,Rural,9,61403,31195,30208,15991,8575,7416,45412,22620,22792
C2308,17,000,State - MEGHALAYA,Rural,10,70949,36145,34804,16115,8842,7273,54834,27303,27531
C2308,17,000,State - MEGHALAYA,Rural,11,63542,32440,31102,10808,6042,4766,52734,26398,26336
C2308,17,000,State - MEGHALAYA,Rural,12,64241,32635,31606,9066,5205,3861,55175,27430,27745
C2308,17,000,State - MEGHALAYA,Rural,13,58806,29415,29391,7446,4294,3152,51360,25121,26239
C2308,17,000,State - MEGHALAYA,Rural,14,57822,29149,28673,7120,4149,2971,50702,25000,25702
C2308,17,000,State - MEGHALAYA,Rural,15,56408,29040,27368,7643,4568,3075,48765,24472,24293
C2308,17,000,State - MEGHALAYA,Rural,16,54240,27816,26424,7456,4414,3042,46784,23402,23382
C2308,17,000,State - MEGHALAYA,Rural,17,48330,24934,23396,7232,4187,3045,41098,20747,20351
C2308,17,000,State - MEGHALAYA,Rural,18,51943,26273,25670,8889,4881,4008,43054,21392,21662
C2308,17,000,State - MEGHALAYA,Rural,19,43211,21075,22136,7975,4003,3972,35236,17072,18164
C2308,17,000,State - MEGHALAYA,Rural,20-24,217643,105372,112271,47929,23610,24319,169714,81762,87952
C2308,17,000,State - MEGHALAYA,Rural,25-29,191850,94964,96886,52394,25005,27389,139456,69959,69497
C2308,17,000,State - MEGHALAYA,Rural,30-34,142762,72034,70728,44532,21262,23270,98230,50772,47458
C2308,17,000,State - MEGHALAYA,Rural,35-39,133054,66890,66164,48791,22070,26721,84263,44820,39443
C2308,17,000,State - MEGHALAYA,Rural,40-44,111054,56095,54959,45759,20102,25657,65295,35993,29302
C2308,17,000,State - MEGHALAYA,Rural,45-49,94562,48433,46129,43075,18590,24485,51487,29843,21644
C2308,17,000,State - MEGHALAYA,Rural,50-54,67679,35366,32313,33210,14862,18348,34469,20504,13965
C2308,17,000,State - MEGHALAYA,Rural,55-59,45821,23513,22308,23650,9992,13658,22171,13521,8650
C2308,17,000,State - MEGHALAYA,Rural,60-64,39902,20229,19673,22138,9298,12840,17764,10931,6833
C2308,17,000,State - MEGHALAYA,Rural,65-69,28783,14315,14468,16595,6747,9848,12188,7568,4620
C2308,17,000,State - MEGHALAYA,Rural,70-74,18799,9081,9718,12032,4836,7196,6767,4245,2522
C2308,17,000,State - MEGHALAYA,Rural,75-79,9855,4644,5211,6391,2441,3950,3464,2203,1261
C2308,17,000,State - MEGHALAYA,Rural,80+,12181,5623,6558,7742,2933,4809,4439,2690,1749
C2308,17,000,State - MEGHALAYA,Rural,Age not stated,4781,2601,2180,1896,977,919,2885,1624,1261
C2308,17,000,State - MEGHALAYA,Urban,All ages,595450,297572,297878,125599,59329,66270,469851,238243,231608
C2308,17,000,State - MEGHALAYA,Urban,0-6,77944,39895,38049,77944,39895,38049,0,0,0
C2308,17,000,State - MEGHALAYA,Urban,7,11455,5830,5625,2691,1429,1262,8764,4401,4363
C2308,17,000,State - MEGHALAYA,Urban,8,11317,5686,5631,1012,541,471,10305,5145,5160
C2308,17,000,State - MEGHALAYA,Urban,9,11399,5842,5557,817,462,355,10582,5380,5202
C2308,17,000,State - MEGHALAYA,Urban,10,13420,6831,6589,784,403,381,12636,6428,6208
C2308,17,000,State - MEGHALAYA,Urban,11,13169,6708,6461,473,243,230,12696,6465,6231
C2308,17,000,State - MEGHALAYA,Urban,12,13353,6668,6685,382,192,190,12971,6476,6495
C2308,17,000,State - MEGHALAYA,Urban,13,13279,6636,6643,362,188,174,12917,6448,6469
C2308,17,000,State - MEGHALAYA,Urban,14,14025,6846,7179,420,218,202,13605,6628,6977
C2308,17,000,State - MEGHALAYA,Urban,15,14283,6843,7440,487,234,253,13796,6609,7187
C2308,17,000,State - MEGHALAYA,Urban,16,14975,7282,7693,481,235,246,14494,7047,7447
C2308,17,000,State - MEGHALAYA,Urban,17,13980,6815,7165,471,245,226,13509,6570,6939
C2308,17,000,State - MEGHALAYA,Urban,18,15230,7660,7570,589,276,313,14641,7384,7257
C2308,17,000,State - MEGHALAYA,Urban,19,13588,6978,6610,577,284,293,13011,6694,6317
C2308,17,000,State - MEGHALAYA,Urban,20-24,67369,33768,33601,3411,1590,1821,63958,32178,31780
C2308,17,000,State - MEGHALAYA,Urban,25-29,59431,29712,29719,4033,1788,2245,55398,27924,27474
C2308,17,000,State - MEGHALAYA,Urban,30-34,46895,23752,23143,3885,1649,2236,43010,22103,20907
C2308,17,000,State - MEGHALAYA,Urban,35-39,41652,20430,21222,4565,1844,2721,37087,18586,18501
C2308,17,000,State - MEGHALAYA,Urban,40-44,34396,17282,17114,4230,1654,2576,30166,15628,14538
C2308,17,000,State - MEGHALAYA,Urban,45-49,28553,14610,13943,4084,1535,2549,24469,13075,11394
C2308,17,000,State - MEGHALAYA,Urban,50-54,21064,10544,10520,3403,1233,2170,17661,9311,8350
C2308,17,000,State - MEGHALAYA,Urban,55-59,14288,7179,7109,2430,793,1637,11858,6386,5472
C2308,17,000,State - MEGHALAYA,Urban,60-64,10806,5192,5614,2353,805,1548,8453,4387,4066
C2308,17,000,State - MEGHALAYA,Urban,65-69,6991,3167,3824,1811,550,1261,5180,2617,2563
C2308,17,000,State - MEGHALAYA,Urban,70-74,4899,2080,2819,1524,441,1083,3375,1639,1736
C2308,17,000,State - MEGHALAYA,Urban,75-79,2990,1204,1786,980,245,735,2010,959,1051
C2308,17,000,State - MEGHALAYA,Urban,80+,3696,1404,2292,1277,305,972,2419,1099,1320
C2308,17,000,State - MEGHALAYA,Urban,Age not stated,1003,728,275,123,52,71,880,676,204
C2308,18,000,State - ASSAM,Total,All ages,31205576,15939443,15266133,12027599,5370804,6656795,19177977,10568639,8609338
C2308,18,000,State - ASSAM,Total,0-6,4638130,2363485,2274645,4638130,2363485,2274645,0,0,0
C2308,18,000,State - ASSAM,Total,7,737356,374789,362567,226142,113382,112760,511214,261407,249807
C2308,18,000,State - ASSAM,Total,8,734886,374655,360231,144918,72232,72686,589968,302423,287545
C2308,18,000,State - ASSAM,Total,9,646800,328339,318461,96215,47968,48247,550585,280371,270214
C2308,18,000,State - ASSAM,Total,10,765960,395123,370837,111552,56599,54953,654408,338524,315884
C2308,18,000,State - ASSAM,Total,11,650207,332178,318029,73677,37199,36478,576530,294979,281551
C2308,18,000,State - ASSAM,Total,12,744871,383476,361395,86217,44376,41841,658654,339100,319554
C2308,18,000,State - ASSAM,Total,13,663109,337035,326074,70290,35318,34972,592819,301717,291102
C2308,18,000,State - ASSAM,Total,14,667580,341569,326011,73437,37215,36222,594143,304354,289789
C2308,18,000,State - ASSAM,Total,15,673552,352466,321086,86967,45788,41179,586585,306678,279907
C2308,18,000,State - ASSAM,Total,16,627495,333980,293515,83652,43951,39701,543843,290029,253814
C2308,18,000,State - ASSAM,Total,17,527775,283757,244018,70270,35916,34354,457505,247841,209664
C2308,18,000,State - ASSAM,Total,18,690902,358886,332016,117778,53488,64290,573124,305398,267726
C2308,18,000,State - ASSAM,Total,19,548857,266400,282457,92269,36343,55926,456588,230057,226531
C2308,18,000,State - ASSAM,Total,20-24,2909405,1415580,1493825,600742,229984,370758,2308663,1185596,1123067
C2308,18,000,State - ASSAM,Total,25-29,2815147,1393042,1422105,719569,282987,436582,2095578,1110055,985523
C2308,18,000,State - ASSAM,Total,30-34,2330060,1174247,1155813,668520,263809,404711,1661540,910438,751102
C2308,18,000,State - ASSAM,Total,35-39,2260473,1153679,1106794,746854,294763,452091,1513619,858916,654703
C2308,18,000,State - ASSAM,Total,40-44,1831206,965463,865743,688099,278568,409531,1143107,686895,456212
C2308,18,000,State - ASSAM,Total,45-49,1595249,846081,749168,644455,260651,383804,950794,585430,365364
C2308,18,000,State - ASSAM,Total,50-54,1192363,642260,550103,512902,206044,306858,679461,436216,243245
C2308,18,000,State - ASSAM,Total,55-59,856825,458242,398583,371384,139404,231980,485441,318838,166603
C2308,18,000,State - ASSAM,Total,60-64,775698,394563,381135,385873,137555,248318,389825,257008,132817
C2308,18,000,State - ASSAM,Total,65-69,503642,253973,249669,252306,84658,167648,251336,169315,82021
C2308,18,000,State - ASSAM,Total,70-74,385277,196445,188832,219455,79062,140393,165822,117383,48439
C2308,18,000,State - ASSAM,Total,75-79,184352,96599,87753,100829,36683,64146,83523,59916,23607
C2308,18,000,State - ASSAM,Total,80+,229575,113237,116338,137926,50233,87693,91649,63004,28645
C2308,18,000,State - ASSAM,Total,Age not stated,18824,9894,8930,7171,3143,4028,11653,6751,4902
C2308,18,000,State - ASSAM,Rural,All ages,26807034,13678989,13128045,11121598,4972796,6148802,15685436,8706193,6979243
C2308,18,000,State - ASSAM,Rural,0-6,4187323,2131586,2055737,4187323,2131586,2055737,0,0,0
C2308,18,000,State - ASSAM,Rural,7,663221,336763,326458,213677,107200,106477,449544,229563,219981
C2308,18,000,State - ASSAM,Rural,8,663098,337833,325265,139245,69407,69838,523853,268426,255427
C2308,18,000,State - ASSAM,Rural,9,577865,293048,284817,92018,45883,46135,485847,247165,238682
C2308,18,000,State - ASSAM,Rural,10,685290,353182,332108,106250,53942,52308,579040,299240,279800
C2308,18,000,State - ASSAM,Rural,11,574824,293479,281345,70193,35509,34684,504631,257970,246661
C2308,18,000,State - ASSAM,Rural,12,664292,341845,322447,82479,42546,39933,581813,299299,282514
C2308,18,000,State - ASSAM,Rural,13,586858,298094,288764,67088,33837,33251,519770,264257,255513
C2308,18,000,State - ASSAM,Rural,14,588502,301164,287338,69783,35569,34214,518719,265595,253124
C2308,18,000,State - ASSAM,Rural,15,593308,311253,282055,82642,43753,38889,510666,267500,243166
C2308,18,000,State - ASSAM,Rural,16,548844,293427,255417,79562,42093,37469,469282,251334,217948
C2308,18,000,State - ASSAM,Rural,17,452394,244607,207787,66479,34146,32333,385915,210461,175454
C2308,18,000,State - ASSAM,Rural,18,600103,312032,288071,111822,50881,60941,488281,261151,227130
C2308,18,000,State - ASSAM,Rural,19,469442,227173,242269,87490,34464,53026,381952,192709,189243
C2308,18,000,State - ASSAM,Rural,20-24,2477603,1203111,1274492,569392,218280,351112,1908211,984831,923380
C2308,18,000,State - ASSAM,Rural,25-29,2386510,1183063,1203447,681519,269026,412493,1704991,914037,790954
C2308,18,000,State - ASSAM,Rural,30-34,1949510,984620,964890,629873,249794,380079,1319637,734826,584811
C2308,18,000,State - ASSAM,Rural,35-39,1879751,962030,917721,699386,277753,421633,1180365,684277,496088
C2308,18,000,State - ASSAM,Rural,40-44,1507048,793546,713502,642099,261325,380774,864949,532221,332728
C2308,18,000,State - ASSAM,Rural,45-49,1310964,693457,617507,600725,244500,356225,710239,448957,261282
C2308,18,000,State - ASSAM,Rural,50-54,974992,519994,454998,477362,193180,284182,497630,326814,170816
C2308,18,000,State - ASSAM,Rural,55-59,702760,371541,331219,346355,130901,215454,356405,240640,115765
C2308,18,000,State - ASSAM,Rural,60-64,649041,327339,321702,358309,129125,229184,290732,198214,92518
C2308,18,000,State - ASSAM,Rural,65-69,422443,211838,210605,233604,79503,154101,188839,132335,56504
C2308,18,000,State - ASSAM,Rural,70-74,327588,166867,160721,202229,74132,128097,125359,92735,32624
C2308,18,000,State - ASSAM,Rural,75-79,153054,80838,72216,92109,34379,57730,60945,46459,14486
C2308,18,000,State - ASSAM,Rural,80+,195387,97407,97980,126105,47216,78889,69282,50191,19091
C2308,18,000,State - ASSAM,Rural,Age not stated,15019,7852,7167,6480,2866,3614,8539,4986,3553
C2308,18,000,State - ASSAM,Urban,All ages,4398542,2260454,2138088,906001,398008,507993,3492541,1862446,1630095
C2308,18,000,State - ASSAM,Urban,0-6,450807,231899,218908,450807,231899,218908,0,0,0
C2308,18,000,State - ASSAM,Urban,7,74135,38026,36109,12465,6182,6283,61670,31844,29826
C2308,18,000,State - ASSAM,Urban,8,71788,36822,34966,5673,2825,2848,66115,33997,32118
C2308,18,000,State - ASSAM,Urban,9,68935,35291,33644,4197,2085,2112,64738,33206,31532
C2308,18,000,State - ASSAM,Urban,10,80670,41941,38729,5302,2657,2645,75368,39284,36084
C2308,18,000,State - ASSAM,Urban,11,75383,38699,36684,3484,1690,1794,71899,37009,34890
C2308,18,000,State - ASSAM,Urban,12,80579,41631,38948,3738,1830,1908,76841,39801,37040
C2308,18,000,State - ASSAM,Urban,13,76251,38941,37310,3202,1481,1721,73049,37460,35589
C2308,18,000,State - ASSAM,Urban,14,79078,40405,38673,3654,1646,2008,75424,38759,36665
C2308,18,000,State - ASSAM,Urban,15,80244,41213,39031,4325,2035,2290,75919,39178,36741
C2308,18,000,State - ASSAM,Urban,16,78651,40553,38098,4090,1858,2232,74561,38695,35866
C2308,18,000,State - ASSAM,Urban,17,75381,39150,36231,3791,1770,2021,71590,37380,34210
C2308,18,000,State - ASSAM,Urban,18,90799,46854,43945,5956,2607,3349,84843,44247,40596
C2308,18,000,State - ASSAM,Urban,19,79415,39227,40188,4779,1879,2900,74636,37348,37288
C2308,18,000,State - ASSAM,Urban,20-24,431802,212469,219333,31350,11704,19646,400452,200765,199687
C2308,18,000,State - ASSAM,Urban,25-29,428637,209979,218658,38050,13961,24089,390587,196018,194569
C2308,18,000,State - ASSAM,Urban,30-34,380550,189627,190923,38647,14015,24632,341903,175612,166291
C2308,18,000,State - ASSAM,Urban,35-39,380722,191649,189073,47468,17010,30458,333254,174639,158615
C2308,18,000,State - ASSAM,Urban,40-44,324158,171917,152241,46000,17243,28757,278158,154674,123484
C2308,18,000,State - ASSAM,Urban,45-49,284285,152624,131661,43730,16151,27579,240555,136473,104082
C2308,18,000,State - ASSAM,Urban,50-54,217371,122266,95105,35540,12864,22676,181831,109402,72429
C2308,18,000,State - ASSAM,Urban,55-59,154065,86701,67364,25029,8503,16526,129036,78198,50838
